,PAHO Sub-Region,ISO-3,Country / territory,IFRC Sub-Region,Population,Tracker Update Date,Data Publication Date,EPI Week (year),EPI Week (outbreak),Cases
Deaths,Non Latin Caribbean,BRB,Barbados,Americas,283380,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,BRB,Barbados,Americas,283380,8th March 2016,3rd March 2016,9,24,277
Confirmed,Andean,BOL,Bolivia,Americas,10561887,8th March 2016,3rd March 2016,9,24,1
Deaths,Andean,BOL,Bolivia,Americas,10561887,8th March 2016,3rd March 2016,9,24,0
Suspected,Andean,BOL,Bolivia,Americas,10561887,8th March 2016,3rd March 2016,9,24,0
Confirmed,Non Latin Caribbean,BES,Bonaire,Americas,17408,8th March 2016,3rd March 2016,9,24,1
Deaths,Non Latin Caribbean,BES,Bonaire,Americas,17408,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,BES,Bonaire,Americas,17408,8th March 2016,3rd March 2016,9,24,0
Confirmed,South Cone,BRA,Brazil,Americas,206077898,8th March 2016,3rd March 2016,9,24,534
Deaths,South Cone,BRA,Brazil,Americas,206077898,8th March 2016,3rd March 2016,9,24,4
Suspected,South Cone,BRA,Brazil,Americas,206077898,8th March 2016,3rd March 2016,9,24,72062
Confirmed,Andean,COL,Colombia,Americas,47791393,8th March 2016,3rd March 2016,9,24,1612
Deaths,Andean,COL,Colombia,Americas,47791393,8th March 2016,3rd March 2016,9,24,3
Suspected,Andean,COL,Colombia,Americas,47791393,8th March 2016,3rd March 2016,9,24,41094
Confirmed,Central America,CRI,Costa Rica,Americas,4757606,8th March 2016,3rd March 2016,9,24,3
Deaths,Central America,CRI,Costa Rica,Americas,4757606,8th March 2016,3rd March 2016,9,24,0
Suspected,Central America,CRI,Costa Rica,Americas,4757606,8th March 2016,3rd March 2016,9,24,0
Confirmed,Non Latin Caribbean,CUW,Curaçao,Americas,155872,8th March 2016,3rd March 2016,9,24,1
Deaths,Non Latin Caribbean,CUW,Curaçao,Americas,155872,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,CUW,Curaçao,Americas,155872,8th March 2016,3rd March 2016,9,24,0
Confirmed,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,8th March 2016,3rd March 2016,9,24,18
Deaths,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,8th March 2016,3rd March 2016,9,24,0
Suspected,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,8th March 2016,3rd March 2016,9,24,395
Confirmed,Andean,ECU,Ecuador,Americas,15902916,8th March 2016,3rd March 2016,9,24,40
Deaths,Andean,ECU,Ecuador,Americas,15902916,8th March 2016,3rd March 2016,9,24,0
Suspected,Andean,ECU,Ecuador,Americas,15902916,8th March 2016,3rd March 2016,9,24,115
Confirmed,Central America,SLV,El Salvador,Americas,6107706,8th March 2016,3rd March 2016,9,24,3
Deaths,Central America,SLV,El Salvador,Americas,6107706,8th March 2016,3rd March 2016,9,24,0
Suspected,Central America,SLV,El Salvador,Americas,6107706,8th March 2016,3rd March 2016,9,24,8959
Confirmed,Latin Caribbean,GUF,French Guiana,Americas,237549,8th March 2016,3rd March 2016,9,24,102
Deaths,Latin Caribbean,GUF,French Guiana,Americas,237549,8th March 2016,3rd March 2016,9,24,0
Suspected,Latin Caribbean,GUF,French Guiana,Americas,237549,8th March 2016,3rd March 2016,9,24,1030
Confirmed,Latin Caribbean,GLP,Guadeloupe,Americas,404635,8th March 2016,3rd March 2016,9,24,35
Deaths,Latin Caribbean,GLP,Guadeloupe,Americas,404635,8th March 2016,3rd March 2016,9,24,0
Suspected,Latin Caribbean,GLP,Guadeloupe,Americas,404635,8th March 2016,3rd March 2016,9,24,389
Confirmed,Central America,GTM,Guatemala,Americas,16015494,8th March 2016,3rd March 2016,9,24,105
Deaths,Central America,GTM,Guatemala,Americas,16015494,8th March 2016,3rd March 2016,9,24,0
Suspected,Central America,GTM,Guatemala,Americas,16015494,8th March 2016,3rd March 2016,9,24,278
Confirmed,Non Latin Caribbean,GUY,Guyana,Americas,763893,8th March 2016,3rd March 2016,9,24,1
Deaths,Non Latin Caribbean,GUY,Guyana,Americas,763893,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,GUY,Guyana,Americas,763893,8th March 2016,3rd March 2016,9,24,0
Confirmed,Latin Caribbean,HTI,Haiti,Americas,10572029,8th March 2016,3rd March 2016,9,24,5
Deaths,Latin Caribbean,HTI,Haiti,Americas,10572029,8th March 2016,3rd March 2016,9,24,0
Suspected,Latin Caribbean,HTI,Haiti,Americas,10572029,8th March 2016,3rd March 2016,9,24,329
Confirmed,Central America,HND,Honduras,Americas,7961680,8th March 2016,3rd March 2016,9,24,2
Deaths,Central America,HND,Honduras,Americas,7961680,8th March 2016,3rd March 2016,9,24,0
Suspected,Central America,HND,Honduras,Americas,7961680,8th March 2016,3rd March 2016,9,24,4590
Confirmed,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,8th March 2016,3rd March 2016,9,24,1
Deaths,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,8th March 2016,3rd March 2016,9,24,0
Confirmed,Latin Caribbean,MTQ,Martinique,Americas,392291,8th March 2016,3rd March 2016,9,24,12
Deaths,Latin Caribbean,MTQ,Martinique,Americas,392291,8th March 2016,3rd March 2016,9,24,0
Suspected,Latin Caribbean,MTQ,Martinique,Americas,392291,8th March 2016,3rd March 2016,9,24,7600
Confirmed,North America,MEX,Mexico,Americas,125385833,8th March 2016,3rd March 2016,9,24,121
Deaths,North America,MEX,Mexico,Americas,125385833,8th March 2016,3rd March 2016,9,24,0
Suspected,North America,MEX,Mexico,Americas,125385833,8th March 2016,3rd March 2016,9,24,0
Confirmed,Central America,NIC,Nicaragua,Americas,6013913,8th March 2016,3rd March 2016,9,24,92
Deaths,Central America,NIC,Nicaragua,Americas,6013913,8th March 2016,3rd March 2016,9,24,0
Suspected,Central America,NIC,Nicaragua,Americas,6013913,8th March 2016,3rd March 2016,9,24,0
Confirmed,Central America,PAN,Panama,Americas,3867535,8th March 2016,3rd March 2016,9,24,106
Deaths,Central America,PAN,Panama,Americas,3867535,8th March 2016,3rd March 2016,9,24,0
Suspected,Central America,PAN,Panama,Americas,3867535,8th March 2016,3rd March 2016,9,24,0
Confirmed,South Cone,PRY,Paraguay,Americas,6552518,8th March 2016,3rd March 2016,9,24,6
Deaths,South Cone,PRY,Paraguay,Americas,6552518,8th March 2016,3rd March 2016,9,24,0
Suspected,South Cone,PRY,Paraguay,Americas,6552518,8th March 2016,3rd March 2016,9,24,0
Confirmed,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,8th March 2016,3rd March 2016,9,24,102
Deaths,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,8th March 2016,3rd March 2016,9,24,0
Suspected,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,8th March 2016,3rd March 2016,9,24,0
Confirmed,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,8th March 2016,3rd March 2016,9,24,1
Deaths,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,8th March 2016,3rd March 2016,9,24,0
Confirmed,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,8th March 2016,3rd March 2016,9,24,11
Deaths,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,8th March 2016,3rd March 2016,9,24,0
Suspected,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,8th March 2016,3rd March 2016,9,24,58
Confirmed,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,8th March 2016,3rd March 2016,9,24,2
Deaths,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,8th March 2016,3rd March 2016,9,24,0
Confirmed,Non Latin Caribbean,SUR,Suriname,Americas,538248,8th March 2016,3rd March 2016,9,24,2
Deaths,Non Latin Caribbean,SUR,Suriname,Americas,538248,8th March 2016,3rd March 2016,9,24,4
Suspected,Non Latin Caribbean,SUR,Suriname,Americas,538248,8th March 2016,3rd March 2016,9,24,2352
Confirmed,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,8th March 2016,3rd March 2016,9,24,1
Deaths,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,8th March 2016,3rd March 2016,9,24,0
Confirmed,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,8th March 2016,3rd March 2016,9,24,6
Deaths,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,8th March 2016,3rd March 2016,9,24,0
Suspected,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,8th March 2016,3rd March 2016,9,24,66
Confirmed,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,8th March 2016,3rd March 2016,9,24,4
Deaths,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,8th March 2016,3rd March 2016,9,24,1
Suspected,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,8th March 2016,3rd March 2016,9,24,4696
Confirmed,Non Latin Caribbean,ABW,Aruba,Americas,103441,15th March 2016,10th March 2016,10,25,4
Deaths,Non Latin Caribbean,ABW,Aruba,Americas,103441,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,ABW,Aruba,Americas,103441,15th March 2016,10th March 2016,10,25,0
Confirmed,Non Latin Caribbean,BRB,Barbados,Americas,283380,15th March 2016,10th March 2016,10,25,7
Deaths,Non Latin Caribbean,BRB,Barbados,Americas,283380,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,BRB,Barbados,Americas,283380,15th March 2016,10th March 2016,10,25,316
Confirmed,Andean,BOL,Bolivia,Americas,10561887,15th March 2016,10th March 2016,10,25,12
Deaths,Andean,BOL,Bolivia,Americas,10561887,15th March 2016,10th March 2016,10,25,0
Suspected,Andean,BOL,Bolivia,Americas,10561887,15th March 2016,10th March 2016,10,25,0
Confirmed,Non Latin Caribbean,BES,Bonaire,Americas,17408,15th March 2016,10th March 2016,10,25,1
Deaths,Non Latin Caribbean,BES,Bonaire,Americas,17408,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,BES,Bonaire,Americas,17408,15th March 2016,10th March 2016,10,25,0
Confirmed,South Cone,BRA,Brazil,Americas,206077898,15th March 2016,10th March 2016,10,25,534
Deaths,South Cone,BRA,Brazil,Americas,206077898,15th March 2016,10th March 2016,10,25,4
Suspected,South Cone,BRA,Brazil,Americas,206077898,15th March 2016,10th March 2016,10,25,72062
Confirmed,Andean,COL,Colombia,Americas,47791393,15th March 2016,10th March 2016,10,25,2090
Deaths,Andean,COL,Colombia,Americas,47791393,15th March 2016,10th March 2016,10,25,3
Suspected,Andean,COL,Colombia,Americas,47791393,15th March 2016,10th March 2016,10,25,45681
Confirmed,Central America,CRI,Costa Rica,Americas,4757606,15th March 2016,10th March 2016,10,25,8
Deaths,Central America,CRI,Costa Rica,Americas,4757606,15th March 2016,10th March 2016,10,25,0
Suspected,Central America,CRI,Costa Rica,Americas,4757606,15th March 2016,10th March 2016,10,25,0
Confirmed,Non Latin Caribbean,CUW,Curaçao,Americas,155872,15th March 2016,10th March 2016,10,25,1
Deaths,Non Latin Caribbean,CUW,Curaçao,Americas,155872,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,CUW,Curaçao,Americas,155872,15th March 2016,10th March 2016,10,25,0
Confirmed,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,15th March 2016,10th March 2016,10,25,18
Deaths,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,15th March 2016,10th March 2016,10,25,0
Suspected,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,15th March 2016,10th March 2016,10,25,555
Confirmed,Andean,ECU,Ecuador,Americas,15902916,15th March 2016,10th March 2016,10,25,66
Deaths,Andean,ECU,Ecuador,Americas,15902916,15th March 2016,10th March 2016,10,25,0
Suspected,Andean,ECU,Ecuador,Americas,15902916,15th March 2016,10th March 2016,10,25,93
Confirmed,Central America,SLV,El Salvador,Americas,6107706,15th March 2016,10th March 2016,10,25,3
Deaths,Central America,SLV,El Salvador,Americas,6107706,15th March 2016,10th March 2016,10,25,0
Suspected,Central America,SLV,El Salvador,Americas,6107706,15th March 2016,10th March 2016,10,25,9456
Confirmed,Latin Caribbean,GUF,French Guiana,Americas,237549,15th March 2016,10th March 2016,10,25,118
Deaths,Latin Caribbean,GUF,French Guiana,Americas,237549,15th March 2016,10th March 2016,10,25,0
Suspected,Latin Caribbean,GUF,French Guiana,Americas,237549,15th March 2016,10th March 2016,10,25,1405
Confirmed,Latin Caribbean,GLP,Guadeloupe,Americas,404635,15th March 2016,10th March 2016,10,25,66
Deaths,Latin Caribbean,GLP,Guadeloupe,Americas,404635,15th March 2016,10th March 2016,10,25,0
Suspected,Latin Caribbean,GLP,Guadeloupe,Americas,404635,15th March 2016,10th March 2016,10,25,474
Confirmed,Central America,GTM,Guatemala,Americas,16015494,15th March 2016,10th March 2016,10,25,105
Deaths,Central America,GTM,Guatemala,Americas,16015494,15th March 2016,10th March 2016,10,25,0
Suspected,Central America,GTM,Guatemala,Americas,16015494,15th March 2016,10th March 2016,10,25,278
Confirmed,Non Latin Caribbean,GUY,Guyana,Americas,763893,15th March 2016,10th March 2016,10,25,1
Deaths,Non Latin Caribbean,GUY,Guyana,Americas,763893,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,GUY,Guyana,Americas,763893,15th March 2016,10th March 2016,10,25,0
Confirmed,Latin Caribbean,HTI,Haiti,Americas,10572029,15th March 2016,10th March 2016,10,25,5
Deaths,Latin Caribbean,HTI,Haiti,Americas,10572029,15th March 2016,10th March 2016,10,25,0
Suspected,Latin Caribbean,HTI,Haiti,Americas,10572029,15th March 2016,10th March 2016,10,25,329
Confirmed,Central America,HND,Honduras,Americas,7961680,15th March 2016,10th March 2016,10,25,2
Deaths,Central America,HND,Honduras,Americas,7961680,15th March 2016,10th March 2016,10,25,0
Suspected,Central America,HND,Honduras,Americas,7961680,15th March 2016,10th March 2016,10,25,12807
Confirmed,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,15th March 2016,10th March 2016,10,25,1
Deaths,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,15th March 2016,10th March 2016,10,25,0
Confirmed,Latin Caribbean,MTQ,Martinique,Americas,392291,15th March 2016,10th March 2016,10,25,12
Deaths,Latin Caribbean,MTQ,Martinique,Americas,392291,15th March 2016,10th March 2016,10,25,0
Suspected,Latin Caribbean,MTQ,Martinique,Americas,392291,15th March 2016,10th March 2016,10,25,9240
Confirmed,North America,MEX,Mexico,Americas,125385833,15th March 2016,10th March 2016,10,25,143
Deaths,North America,MEX,Mexico,Americas,125385833,15th March 2016,10th March 2016,10,25,0
Suspected,North America,MEX,Mexico,Americas,125385833,15th March 2016,10th March 2016,10,25,0
Confirmed,Central America,NIC,Nicaragua,Americas,6013913,15th March 2016,10th March 2016,10,25,93
Deaths,Central America,NIC,Nicaragua,Americas,6013913,15th March 2016,10th March 2016,10,25,0
Suspected,Central America,NIC,Nicaragua,Americas,6013913,15th March 2016,10th March 2016,10,25,0
Confirmed,Central America,PAN,Panama,Americas,3867535,15th March 2016,10th March 2016,10,25,112
Deaths,Central America,PAN,Panama,Americas,3867535,15th March 2016,10th March 2016,10,25,0
Suspected,Central America,PAN,Panama,Americas,3867535,15th March 2016,10th March 2016,10,25,0
Confirmed,South Cone,PRY,Paraguay,Americas,6552518,15th March 2016,10th March 2016,10,25,6
Deaths,South Cone,PRY,Paraguay,Americas,6552518,15th March 2016,10th March 2016,10,25,0
Suspected,South Cone,PRY,Paraguay,Americas,6552518,15th March 2016,10th March 2016,10,25,0
Confirmed,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,15th March 2016,10th March 2016,10,25,102
Deaths,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,15th March 2016,10th March 2016,10,25,0
Suspected,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,15th March 2016,10th March 2016,10,25,0
Confirmed,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,15th March 2016,10th March 2016,10,25,1
Deaths,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,15th March 2016,10th March 2016,10,25,0
Confirmed,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,15th March 2016,10th March 2016,10,25,17
Deaths,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,15th March 2016,10th March 2016,10,25,0
Suspected,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,15th March 2016,10th March 2016,10,25,72
Confirmed,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,15th March 2016,10th March 2016,10,25,2
Deaths,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,15th March 2016,10th March 2016,10,25,0
Confirmed,Non Latin Caribbean,SUR,Suriname,Americas,538248,15th March 2016,10th March 2016,10,25,2
Deaths,Non Latin Caribbean,SUR,Suriname,Americas,538248,15th March 2016,10th March 2016,10,25,4
Suspected,Non Latin Caribbean,SUR,Suriname,Americas,538248,15th March 2016,10th March 2016,10,25,2352
Confirmed,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,15th March 2016,10th March 2016,10,25,3
Deaths,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,15th March 2016,10th March 2016,10,25,0
Confirmed,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,15th March 2016,10th March 2016,10,25,7
Deaths,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,15th March 2016,10th March 2016,10,25,0
Suspected,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,15th March 2016,10th March 2016,10,25,68
Confirmed,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,15th March 2016,10th March 2016,10,25,0
Deaths,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,15th March 2016,10th March 2016,10,25,1
Suspected,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,15th March 2016,10th March 2016,10,25,15495
Confirmed,Non Latin Caribbean,ABW,Aruba,Americas,103441,22nd March 2016,17th March 2016,11,26,4
Deaths,Non Latin Caribbean,ABW,Aruba,Americas,103441,22nd March 2016,17th March 2016,11,26,0
